Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
5309,36520,H4020X4,H40.20,unspecified primary angle-closure glaucoma
5310,53782,K31819,K31.81,angiodysplasia of stomach and duodenum
5311,74363,Q103,Q10.3,other congenital malformations of eyelid
5312,E8782,Y832,Y83.2,"surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
5313,6171,N801,N80.1,endometriosis of ovary
5314,75249,Q528,Q52.8,other specified congenital malformations of female genitalia
5315,71296,M11869,M11.86,"other specified crystal arthropathies, knee"
5316,20961,D3A090,D3A.09,benign carcinoid tumors of other sites
5317,1966,C775,C77.5,secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
5318,5370,K311,K31.1,adult hypertrophic pyloric stenosis
5319,3674,H524,H52.4,presbyopia
5320,37300,H01009,H01.00,unspecified blepharitis
5321,53390,K279,K27.9,"peptic ulcer, site unspecified, unspecified as acute or chronic, without hemorrhage or perforation"
5322,64261,O151,O15.1,eclampsia complicating labor
5323,4871,J111,J11.1,influenza due to unidentified influenza virus with other respiratory manifestations
5324,E899,X088XXA,X08.8,"exposure to other specified smoke, fire and flames"
5325,5581,K520,K52.0,gastroenteritis and colitis due to radiation
5326,7011,L872,L87.2,elastosis perforans serpiginosa
5327,2110,D130,D13.0,benign neoplasm of esophagus
5328,64861,O9942,O99.42,diseases of the circulatory system complicating childbirth
5329,734,M2140,M21.40,"flat foot [pes planus] (acquired), unspecified foot"
5330,7336,M940,M94.0,chondrocostal junction syndrome [tietze]
5331,V188,Z831,Z83.1,family history of other infectious and parasitic diseases
5332,7935,R9349,R93.49,abnormal radiologic findings on diagnostic imaging of other urinary organs
5333,9991,T800XXA,T80.0,"air embolism following infusion, transfusion and therapeutic injection"
5334,2713,E7439,E74.39,other disorders of intestinal carbohydrate absorption
5335,3885,H933X9,H93.3X,disorders of acoustic nerve
5336,64292,O165,O16.5,"unspecified maternal hypertension, complicating the puerperium"
5337,60784,N529,N52.9,"male erectile dysfunction, unspecified"
5338,83661,S83116A,S83.11,anterior subluxation and dislocation of proximal end of tibia
5339,V550,Z430,Z43.0,encounter for attention to tracheostomy
5340,V1581,Z9119,Z91.19,patient's noncompliance with other medical treatment and regimen
5341,6979,L449,L44.9,"papulosquamous disorder, unspecified"
5342,7741,P588,P58.8,neonatal jaundice due to other specified excessive hemolysis
5343,3313,G910,G91.0,communicating hydrocephalus
5344,53450,K285,K28.5,chronic or unspecified gastrojejunal ulcer with perforation
5345,82312,S82832B,S82.83,other fracture of upper and lower end of fibula
5346,80325,S066X8A,S06.6X,traumatic subarachnoid hemorrhage
5347,52100,K029,K02.9,"dental caries, unspecified"
5348,3071,F5000,F50.00,"anorexia nervosa, unspecified"
5349,75019,Q383,Q38.3,other congenital malformations of tongue
5350,80466,S06339A,S06.33,"contusion and laceration of cerebrum, unspecified"
5351,7246,M533,M53.3,"sacrococcygeal disorders, not elsewhere classified"
5352,41041,I2119,I21.19,st elevation (stemi) myocardial infarction involving other coronary artery of inferior wall
5353,8055,S32009B,S32.00,fracture of unspecified lumbar vertebra
5354,67323,O88213,O88.21,thromboembolism in pregnancy
5355,V4963,Z89119,Z89.11,acquired absence of hand
5356,5790,K900,K90.0,celiac disease
5357,1602,C310,C31.0,malignant neoplasm of maxillary sinus
5358,9082,S3790XS,S37.90,unspecified injury of unspecified urinary and pelvic organ
5359,9553,S6420XA,S64.20,injury of radial nerve at wrist and hand level of unspecified arm
5360,71911,M25019,M25.01,"hemarthrosis, shoulder"
5361,67404,O9943,O99.43,diseases of the circulatory system complicating the puerperium
5362,27730,E859,E85.9,"amyloidosis, unspecified"
5363,82022,S7226XA,S72.26,nondisplaced subtrochanteric fracture of unspecified femur
5364,81611,S62659B,S62.65,nondisplaced fracture of middle phalanx of finger
5365,17341,C4441,C44.41,basal cell carcinoma of skin of scalp and neck
5366,49391,J45902,J45.90,unspecified asthma
5367,38610,H81399,H81.39,other peripheral vertigo
5368,7596,Q858,Q85.8,"other phakomatoses, not elsewhere classified"
5369,70719,L97809,L97.80,non-pressure chronic ulcer of other part of unspecified lower leg
5370,27489,M1040,M10.40,"other secondary gout, unspecified site"
5371,42518,I422,I42.2,other hypertrophic cardiomyopathy
5372,V502,Z412,Z41.2,encounter for routine and ritual male circumcision
5373,0844,B538,B53.8,"other malaria, not elsewhere classified"
5374,30150,F604,F60.4,histrionic personality disorder
5375,86513,S36031A,S36.03,laceration of spleen
5376,9539,S344XXA,S34.4,injury of lumbosacral plexus
5377,8502,S06.0X1A,S06.0X,concussion
5378,V072,Z2911,Z29.11,encounter for prophylactic immunotherapy for respiratory syncytial virus (rsv)
5379,58889,N2589,N25.89,other disorders resulting from impaired renal tubular function
5380,E9193,W311XXA,W31.1,contact with metalworking machines
5381,29043,F0151,F01.51,"vascular dementia, unspecified severity, with behavioral disturbance"
5382,74900,Q359,Q35.9,"cleft palate, unspecified"
5383,72883,M6210,M62.10,"other rupture of muscle (nontraumatic), unspecified site"
5384,55841,K5281,K52.81,eosinophilic gastritis or gastroenteritis
5385,90210,S3510XA,S35.10,unspecified injury of inferior vena cava
5386,83942,S332XXA,S33.2,dislocation of sacroiliac and sacrococcygeal joint
5387,7482,Q310,Q31.0,web of larynx
5388,74922,Q379,Q37.9,unspecified cleft palate with unilateral cleft lip
5389,08881,A6920,A69.20,"lyme disease, unspecified"
5390,1945,C754,C75.4,malignant neoplasm of carotid body
5391,E9262,W898XXA,W89.8,exposure to other man-made visible and ultraviolet light
5392,3310,G309,G30.9,"alzheimer's disease, unspecified"
5393,5720,K750,K75.0,abscess of liver
5394,8170,S6290XA,S62.90,unspecified fracture of unspecified wrist and hand
5395,20600,C9300,C93.00,"acute monoblastic/monocytic leukemia, not having achieved remission"
5396,53150,K255,K25.5,chronic or unspecified gastric ulcer with perforation
5397,44389,I7389,I73.89,other specified peripheral vascular diseases
5398,6273,N952,N95.2,postmenopausal atrophic vaginitis
5399,37850,H49889,H49.88,other paralytic strabismus
5400,30543,F1311,F13.11,"sedative, hypnotic or anxiolytic abuse, in remission"
5401,71913,M25039,M25.03,"hemarthrosis, wrist"
5402,90241,S35403A,S35.40,unspecified injury of renal blood vessel
5403,6002,N40.2,N40.2,nodular prostate without lower urinary tract symptoms
5404,99739,J9589,J95.89,"other postprocedural complications and disorders of respiratory system, not elsewhere classified"
5405,78057,G4730,G47.30,"sleep apnea, unspecified"
5406,56969,K9419,K94.19,other complications of enterostomy
5407,7782,P800,P80.0,cold injury syndrome
5408,66551,O715,O71.5,other obstetric injury to pelvic organs
5409,28809,D708,D70.8,other neutropenia
5410,0415,B963,B96.3,hemophilus influenzae [h. influenzae] as the cause of diseases classified elsewhere
5411,1534,C180,C18.0,malignant neoplasm of cecum
5412,94401,T23429A,T23.42,corrosion of unspecified degree of single finger (nail) except thumb
5413,6021,N421,N42.1,congestion and hemorrhage of prostate
5414,3732,H0019,H00.19,"chalazion unspecified eye, unspecified eyelid"
5415,45989,I998,I99.8,other disorder of circulatory system
5416,9229,S2020XA,S20.20,"contusion of thorax, unspecified"
5417,83104,S43109A,S43.10,unspecified dislocation of acromioclavicular joint
5418,81419,S62156B,S62.15,fracture of hook process of hamate [unciform] bone
5419,73027,M869,M86.9,"osteomyelitis, unspecified"
5420,E9225,W34011A,W34.01,"accidental discharge of gas, air or spring-operated guns"
5421,2706,E7221,E72.21,argininemia
5422,8702,S01119A,S01.11,laceration without foreign body of eyelid and periocular area
5423,53201,K56699,K56.69,other intestinal obstruction
5424,1361,M352,M35.2,behcet's disease
5425,78830,R32,R32,unspecified urinary incontinence
5426,05410,A609,A60.9,"anogenital herpesviral infection, unspecified"
5427,55092,K4020,K40.20,"bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent"
5428,V0481,Z23,Z23,encounter for immunization
5429,6000,N40.0,N40.0,benign prostatic hyperplasia without lower urinary tract symptoms
5430,8786,S3140XA,S31.40,unspecified open wound of vagina and vulva
5431,5262,M2749,M27.49,other cysts of jaw
5432,7388,M958,M95.8,other specified acquired deformities of musculoskeletal system
5433,V1050,Z8550,Z85.50,personal history of malignant neoplasm of unspecified urinary tract organ
5434,V708,Z008,Z00.8,encounter for other general examination
5435,92321,S60219A,S60.21,contusion of wrist
5436,83801,S93316A,S93.31,subluxation and dislocation of tarsal joint
5437,2897,D749,D74.9,"methemoglobinemia, unspecified"
5438,99592,R6520,R65.20,severe sepsis without septic shock
5439,4846,B440,B44.0,invasive pulmonary aspergillosis
5440,56941,K626,K62.6,ulcer of anus and rectum
5441,11505,B392,B39.2,"pulmonary histoplasmosis capsulati, unspecified"
5442,5589,K523,K52.3,indeterminate colitis
5443,4413,I713,I71.3,"abdominal aortic aneurysm, ruptured"
5444,2394,D494,D49.4,neoplasm of unspecified behavior of bladder
5445,30749,F518,F51.8,other sleep disorders not due to a substance or known physiological condition
5446,2898,D72.9,D72.9,"disorder of white blood cells, unspecified"
5447,71970,M25.5,M25.5,pain in joint
5448,7910,R809,R80.9,"proteinuria, unspecified"
5449,53171,K56699,K56.69,other intestinal obstruction
5450,2380,D480,D48.0,neoplasm of uncertain behavior of bone and articular cartilage
5451,4230,I312,I31.2,"hemopericardium, not elsewhere classified"
5452,E9345,T45.515A,T45.51,"poisoning by, adverse effect of and underdosing of anticoagulants"
5453,74742,Q263,Q26.3,partial anomalous pulmonary venous connection
5454,05829,B1009,B10.09,other human herpesvirus encephalitis
5455,30411,F1320,F13.20,"sedative, hypnotic or anxiolytic dependence, uncomplicated"
5456,49321,J440,J44.0,chronic obstructive pulmonary disease with (acute) lower respiratory infection
5457,7613,P013,P01.3,newborn affected by polyhydramnios
5458,67014,O8612,O86.12,endometritis following delivery
5459,78065,R680,R68.0,"hypothermia, not associated with low environmental temperature"
5460,53341,K274,K27.4,"chronic or unspecified peptic ulcer, site unspecified, with hemorrhage"
5461,V1000,Z8500,Z85.00,personal history of malignant neoplasm of unspecified digestive organ
5462,9125,S40869A,S40.86,insect bite (nonvenomous) of upper arm
5463,3575,G621,G62.1,alcoholic polyneuropathy
5464,2519,E169,E16.9,"disorder of pancreatic internal secretion, unspecified"
5465,20921,C7A090,C7A.09,malignant carcinoid tumors of other sites
5466,80238,S02602B,S02.60,"fracture of mandible, unspecified"
5467,75613,Q7649,Q76.49,"other congenital malformations of spine, not associated with scoliosis"
5468,78060,R509,R50.9,"fever, unspecified"
5469,V7651,Z1211,Z12.11,encounter for screening for malignant neoplasm of colon
5470,80146,S02109A,S02.10,unspecified fracture of base of skull
5471,4232,I311,I31.1,chronic constrictive pericarditis
5472,9211,S0010XA,S00.10,contusion of unspecified eyelid and periocular area
5473,V052,Z23,Z23,encounter for immunization
5474,V4985,Z7382,Z73.82,dual sensory impairment
5475,53551,K2991,K29.91,"gastroduodenitis, unspecified, with bleeding"
5476,4958,J678,J67.8,hypersensitivity pneumonitis due to other organic dusts
5477,82534,S92246B,S92.24,fracture of medial cuneiform
5478,79400,R9409,R94.09,abnormal results of other function studies of central nervous system
5479,07799,B309,B30.9,"viral conjunctivitis, unspecified"
5480,99670,T859XXA,T85.9,"unspecified complication of internal prosthetic device, implant and graft"
5481,4329,I629,I62.9,"nontraumatic intracranial hemorrhage, unspecified"
5482,2302,D002,D00.2,carcinoma in situ of stomach
5483,56210,K5730,K57.30,diverticulosis of large intestine without perforation or abscess without bleeding
5484,V1083,Z85828,Z85.82,personal history of malignant neoplasm of skin
5485,75435,Q6532,Q65.32,"congenital partial dislocation of left hip, unilateral"
5486,99889,T8189XA,T81.89,"other complications of procedures, not elsewhere classified"
5487,36234,H3400,H34.00,"transient retinal artery occlusion, unspecified eye"
5488,E8495,Y92410,Y92.41,street and highway as the place of occurrence of the external cause
5489,37612,H05129,H05.12,orbital myositis
5490,1532,C186,C18.6,malignant neoplasm of descending colon
5491,2598,E348,E34.8,other specified endocrine disorders
5492,986,T5894XA,T58.94,"toxic effect of carbon monoxide from unspecified source, undetermined"
5493,25063,E1065,E10.65,type 1 diabetes mellitus with hyperglycemia
5494,7628,P028,P02.8,newborn affected by other abnormalities of membranes
5495,4739,J329,J32.9,"chronic sinusitis, unspecified"
5496,7791,P9188,P91.88,other specified disturbances of cerebral status of newborn
5497,35921,G7111,G71.11,myotonic muscular dystrophy
5498,V4363,Z96639,Z96.63,presence of artificial wrist joint
5499,7355,M205X9,M20.5X,other deformities of toe(s) (acquired)
5500,V4574,Z906,Z90.6,acquired absence of other parts of urinary tract
5501,4178,I288,I28.8,other diseases of pulmonary vessels
5502,4821,J151,J15.1,pneumonia due to pseudomonas
5503,7627,P027,P02.7,newborn affected by chorioamnionitis
5504,1420,C07,C07,malignant neoplasm of parotid gland
5505,41042,I2119,I21.19,st elevation (stemi) myocardial infarction involving other coronary artery of inferior wall
5506,1640,C37,C37,malignant neoplasm of thymus
5507,78441,R491,R49.1,aphonia
5508,9060,S31109S,S31.10,unspecified open wound of abdominal wall without penetration into peritoneal cavity
5509,67484,O9089,O90.89,"other complications of the puerperium, not elsewhere classified"
5510,43411,I6340,I63.40,cerebral infarction due to embolism of unspecified cerebral artery
5511,5569,K5931,K59.31,toxic megacolon
5512,32089,G008,G00.8,other bacterial meningitis
5513,2704,E7219,E72.19,other disorders of sulfur-bearing amino-acid metabolism
5514,85011,S060X1A,S06.0X,concussion
5515,82300,S82109A,S82.10,unspecified fracture of upper end of tibia
5516,V4972,Z89429,Z89.42,acquired absence of other toe(s)
5517,86122,S27339A,S27.33,laceration of lung
5518,70700,L8990,L89.90,"pressure ulcer of unspecified site, unspecified stage"
5519,53011,K210,K21.0,gastro-esophageal reflux disease with esophagitis
5520,7462,Q225,Q22.5,ebstein's anomaly
5521,96909,T43294A,T43.29,"poisoning by, adverse effect of and underdosing of other antidepressants"
5522,66612,O721,O72.1,other immediate postpartum hemorrhage
5523,66001,O649XX0,O64.9,"obstructed labor due to malposition and malpresentation, unspecified"
5524,20501,C9251,C92.51,"acute myelomonocytic leukemia, in remission"
5525,59654,N319,N31.9,"neuromuscular dysfunction of bladder, unspecified"
5526,65801,O4103X0,O41.03,"oligohydramnios, third trimester"
5527,6110,N611,N61.1,abscess of the breast and nipple
5528,0940,A5211,A52.11,tabes dorsalis
5529,E9389,T50.9X5,T50.9,"poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
5530,38903,H902,H90.2,"conductive hearing loss, unspecified"
5531,53641,K9422,K94.22,gastrostomy infection
5532,53550,K2990,K29.90,"gastroduodenitis, unspecified, without bleeding"
5533,3321,G218,G21.8,other secondary parkinsonism
5534,74710,Q251,Q25.1,coarctation of aorta
5535,99569,T7809XA,T78.09,anaphylactic reaction due to other food products
5536,2827,D582,D58.2,other hemoglobinopathies
5537,0970,A529,A52.9,"late syphilis, unspecified"
5538,20201,C8291,C82.91,"follicular lymphoma, unspecified, lymph nodes of head, face, and neck"
5539,81343,S52609A,S52.60,unspecified fracture of lower end of ulna
5540,45376,I82C29,I82.C2,chronic embolism and thrombosis of internal jugular vein
5541,9065,T2040XS,T20.40,"corrosion of unspecified degree of head, face, and neck, unspecified site"
5542,76495,P059,P05.9,"newborn affected by slow intrauterine growth, unspecified"
5543,1950,C760,C76.0,"malignant neoplasm of head, face and neck"
5544,53160,K256,K25.6,chronic or unspecified gastric ulcer with both hemorrhage and perforation
5545,86100,S2699XA,S26.99,"other injury of heart, unspecified with or without hemopericardium"
5546,8970,S88129A,S88.12,partial traumatic amputation at level between knee and ankle
5547,83809,S93336A,S93.33,other subluxation and dislocation of foot
5548,8972,S88029A,S88.02,partial traumatic amputation at knee level
5549,2980,F333,F33.3,"major depressive disorder, recurrent, severe with psychotic symptoms"
5550,9755,T484X4A,T48.4X,"poisoning by, adverse effect of and underdosing of expectorants"
5551,7582,Q913,Q91.3,"trisomy 18, unspecified"
5552,5761,K830,K83.0,cholangitis
5553,E9053,T63.4X1A,T63.4,toxic effect of venom of other arthropods
5554,64823,O99013,O99.01,anemia complicating pregnancy
5555,34500,G40A09,G40.A0,"absence epileptic syndrome, not intractable"
5556,79001,R710,R71.0,precipitous drop in hematocrit
5557,V293,Z0542,Z05.42,observation and evaluation of newborn for suspected metabolic condition ruled out
5558,71901,M25419,M25.41,"effusion, shoulder"
5559,58389,N058,N05.8,unspecified nephritic syndrome with other morphologic changes
5560,19889,C7989,C79.89,secondary malignant neoplasm of other specified sites
5561,2137,D1620,D16.20,benign neoplasm of long bones of unspecified lower limb
5562,55100,K4140,K41.40,"unilateral femoral hernia, with gangrene, not specified as recurrent"
5563,71958,M2560,M25.60,"stiffness of unspecified joint, not elsewhere classified"
5564,33729,G9059,G90.59,complex regional pain syndrome i of other specified site
5565,9029,S3590XA,S35.90,"unspecified injury of unspecified blood vessel at abdomen, lower back and pelvis level"
5566,71828,M2430,M24.30,"pathological dislocation of unspecified joint, not elsewhere classified"
5567,2373,D447,D44.7,neoplasm of uncertain behavior of aortic body and other paraganglia
5568,4659,J069,J06.9,"acute upper respiratory infection, unspecified"
5569,8248,S82899A,S82.89,other fractures of lower leg
5570,1980,C7900,C79.00,secondary malignant neoplasm of unspecified kidney and renal pelvis
5571,32719,G4719,G47.19,other hypersomnia
5572,3831,H7010,H70.10,"chronic mastoiditis, unspecified ear"
5573,78940,R1930,R19.30,"abdominal rigidity, unspecified site"
5574,86402,S36114A,S36.11,injury of liver
5575,71534,M189,M18.9,"osteoarthritis of first carpometacarpal joint, unspecified"
5576,71580,M158,M15.8,other polyosteoarthritis
5577,30401,F1120,F11.20,"opioid dependence, uncomplicated"
5578,36573,H40.053,H40.05,ocular hypertension
5579,04671,A8182,A81.82,gerstmann-straussler-scheinker syndrome
5580,03840,A4150,A41.50,"gram-negative sepsis, unspecified"
5581,V0980,Z1639,Z16.39,resistance to other specified antimicrobial drug
5582,9473,T287XXA,T28.7,corrosion of other parts of alimentary tract
5583,9212,S0510XA,S05.10,"contusion of eyeball and orbital tissues, unspecified eye"
5584,E9170,W2189XA,W21.89,striking against or struck by other sports equipment
5585,74683,Q243,Q24.3,pulmonary infundibular stenosis
5586,4241,I359,I35.9,"nonrheumatic aortic valve disorder, unspecified"
5587,6951,L40.9,L40.9,"psoriasis, unspecified"
5588,3380,G890,G89.0,central pain syndrome
5589,78939,R1909,R19.09,"other intra-abdominal and pelvic swelling, mass and lump"
5590,6929,L259,L25.9,"unspecified contact dermatitis, unspecified cause"
5591,E8122,V2949XA,V29.49,motorcycle driver injured in collision with other motor vehicles in traffic accident
5592,71481,M0510,M05.10,rheumatoid lung disease with rheumatoid arthritis of unspecified site
5593,0309,A309,A30.9,"leprosy, unspecified"
5594,E9463,T49.3X,T49.3X,"poisoning by, adverse effect of and underdosing of emollients, demulcents and protectants"
5595,9858,T56894A,T56.89,toxic effects of other metals
5596,29211,F19950,F19.95,"other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder"
5597,8620,S27809A,S27.80,injury of diaphragm
5598,79509,R87820,R87.82,low risk human papillomavirus (hpv) dna test positive from female genital organs
5599,95219,S24154A,S24.15,other incomplete lesions of thoracic spinal cord
5600,E9100,W69XXXA,W69,accidental drowning and submersion while in natural water
5601,5832,N055,N05.5,unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
5602,83920,S33101A,S33.10,subluxation and dislocation of unspecified lumbar vertebra
5603,4111,I200,I20.0,unstable angina
5604,92721,S6730XA,S67.30,crushing injury of unspecified wrist
5605,76070,P049,P04.9,"newborn affected by maternal noxious substance, unspecified"
5606,53190,K259,K25.9,"gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
5607,70710,L97909,L97.90,non-pressure chronic ulcer of unspecified part of unspecified lower leg
5608,9043,S85409A,S85.40,unspecified injury of lesser saphenous vein at lower leg level
5609,86610,S37009A,S37.00,unspecified injury of kidney
5610,25013,E1065,E10.65,type 1 diabetes mellitus with hyperglycemia
5611,9070,S069X9S,S06.9X,unspecified intracranial injury
5612,72612,M7520,M75.20,"bicipital tendinitis, unspecified shoulder"
5613,V1062,Z856,Z85.6,personal history of leukemia
5614,3439,G809,G80.9,"cerebral palsy, unspecified"
5615,4150,I2609,I26.09,other pulmonary embolism with acute cor pulmonale
5616,E9399,T43.505A,T43.50,"poisoning by, adverse effect of and underdosing of unspecified antipsychotics and neuroleptics"
5617,83961,S43206A,S43.20,unspecified subluxation and dislocation of sternoclavicular joint
5618,9683,T411X4A,T41.1X,"poisoning by, adverse effect of and underdosing of intravenous anesthetics"
5619,E9392,T43.5X5,T43.5,"poisoning by, adverse effect of and underdosing of other and unspecified antipsychotics and neuroleptics"
5620,80602,S14134A,S14.13,anterior cord syndrome of cervical spinal cord
5621,E8784,Y834,Y83.4,"other reconstructive surgery as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
5622,7541,Q680,Q68.0,congenital deformity of sternocleidomastoid muscle
5623,E8196,V199XXA,V19.9,pedal cyclist (driver) (passenger) injured in unspecified traffic accident
5624,99564,T7805XA,T78.05,anaphylactic reaction due to tree nuts and seeds
5625,4352,G458,G45.8,other transient cerebral ischemic attacks and related syndromes
5626,E9393,T43.59,T43.59,"poisoning by, adverse effect of and underdosing of other antipsychotics and neuroleptics"
5627,63310,O00109,O00.10,tubal pregnancy without intrauterine pregnancy
5628,75511,Q7010,Q70.10,"webbed fingers, unspecified hand"
5629,9390,T191XXA,T19.1,foreign body in bladder
5630,1414,C023,C02.3,"malignant neoplasm of anterior two-thirds of tongue, part unspecified"
5631,29621,F320,F32.0,"major depressive disorder, single episode, mild"
5632,74362,Q103,Q10.3,other congenital malformations of eyelid
5633,65251,O324XX0,O32.4,maternal care for high head at term
5634,78833,N3946,N39.46,mixed incontinence
5635,37431,H02439,H02.43,paralytic ptosis of eyelid
5636,2117,D137,D13.7,benign neoplasm of endocrine pancreas
5637,80321,S066X0A,S06.6X,traumatic subarachnoid hemorrhage
5638,78891,R3981,R39.81,functional urinary incontinence
5639,51634,J84115,J84.11,idiopathic interstitial pneumonia
5640,48230,J154,J15.4,pneumonia due to other streptococci
5641,9160,S90519A,S90.51,abrasion of ankle
5642,81321,S52309A,S52.30,unspecified fracture of shaft of radius
5643,20973,C7B03,C7B.03,secondary carcinoid tumors of bone
5644,7209,M4690,M46.90,"unspecified inflammatory spondylopathy, site unspecified"
5645,52108,K027,K02.7,dental root caries
5646,73018,M8668,M86.68,"other chronic osteomyelitis, other site"
5647,7236,M5402,M54.02,"panniculitis affecting regions of neck and back, cervical region"
5648,69551,L491,L49.1,exfoliation due to erythematous condition involving 10-19 percent of body surface
5649,1720,D030,D03.0,melanoma in situ of lip
5650,80046,S069X9A,S06.9X,unspecified intracranial injury
5651,99672,T82855A,T82.85,"stenosis due to cardiac and vascular prosthetic devices, implants and grafts"
5652,8671,S3730XA,S37.30,unspecified injury of urethra
5653,6981,L293,L29.3,"anogenital pruritus, unspecified"
5654,E8311,V9189XA,V91.89,other injury due to other accident to unspecified watercraft
5655,78609,R0689,R06.89,other abnormalities of breathing
5656,9752,T481X4A,T48.1X,"poisoning by, adverse effect of and underdosing of skeletal muscle relaxants [neuromuscular blocking agents]"
5657,5186,B4481,B44.81,allergic bronchopulmonary aspergillosis
5658,30403,F1121,F11.21,"opioid dependence, in remission"
5659,38321,H70219,H70.21,acute petrositis
5660,5304,K223,K22.3,perforation of esophagus
5661,9631,T451X4A,T45.1X,"poisoning by, adverse effect of and underdosing of antineoplastic and immunosuppressive drugs"
5662,6210,N840,N84.0,polyp of corpus uteri
5663,25052,E1165,E11.65,type 2 diabetes mellitus with hyperglycemia
5664,V017,Z23,Z23,encounter for immunization
5665,20002,C8332,C83.32,"diffuse large b-cell lymphoma, intrathoracic lymph nodes"
5666,40501,I150,I15.0,renovascular hypertension
5667,4613,J0130,J01.30,"acute sphenoidal sinusitis, unspecified"
5668,7701,P07.1,P07.1,other low birth weight newborn
5669,85141,S06380A,S06.38,"contusion, laceration, and hemorrhage of brainstem"
5670,75029,Q388,Q38.8,other congenital malformations of pharynx
5671,V604,Z742,Z74.2,need for assistance at home and no other household member able to render care
5672,2662,E538,E53.8,deficiency of other specified b group vitamins
5673,1973,C7839,C78.39,secondary malignant neoplasm of other respiratory organs
5674,2767,E875,E87.5,hyperkalemia
5675,E8170,V484XXA,V48.4,person boarding or alighting a car injured in noncollision transport accident
5676,24911,E0910,E09.10,drug or chemical induced diabetes mellitus with ketoacidosis without coma
5677,501,J61,J61,pneumoconiosis due to asbestos and other mineral fibers
5678,99933,T80212A,T80.21,infection due to central venous catheter
5679,29181,F10239,F10.23,alcohol dependence with withdrawal
5680,2119,D139,D13.9,benign neoplasm of ill-defined sites within the digestive system
5681,5990,N390,N39.0,"urinary tract infection, site not specified"
5682,V1250,Z8679,Z86.79,personal history of other diseases of the circulatory system
5683,5640,K59.0,K59.0,constipation
5684,1589,C482,C48.2,"malignant neoplasm of peritoneum, unspecified"
5685,72211,M5125,M51.25,"other intervertebral disc displacement, thoracolumbar region"
5686,23771,Q8501,Q85.01,"neurofibromatosis, type 1"
5687,99989,T8089XA,T80.89,"other complications following infusion, transfusion and therapeutic injection"
5688,V065,Z23,Z23,encounter for immunization
5689,7802,R55,R55,syncope and collapse
5690,17322,C44221,C44.22,squamous cell carcinoma of skin of ear and external auricular canal
5691,V222,Z333,Z33.3,"pregnant state, gestational carrier"
5692,38630,H8309,H83.09,"labyrinthitis, unspecified ear"
5693,01880,A198,A19.8,other miliary tuberculosis
5694,4289,I5089,I50.89,other heart failure
5695,90081,S15209A,S15.20,unspecified injury of external jugular vein
5696,7726,P545,P54.5,neonatal cutaneous hemorrhage
5697,2883,D721,D72.1,eosinophilia
5698,9561,S7410XA,S74.10,"injury of femoral nerve at hip and thigh level, unspecified leg"
5699,4233,I314,I31.4,cardiac tamponade
5700,5670,K67,K67,disorders of peritoneum in infectious diseases classified elsewhere
5701,81313,S52279C,S52.27,monteggia's fracture of ulna
5702,3229,G039,G03.9,"meningitis, unspecified"
5703,6023,N4239,N42.39,other dysplasia of prostate
5704,20285,C8585,C85.85,"other specified types of non-hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
5705,81383,S5290XA,S52.90,unspecified fracture of unspecified forearm
5706,E0291,Y9382,Y93.82,"activity, spectator at an event"
5707,75566,Q6689,Q66.89,other specified congenital deformities of feet
5708,E9359,T39.395A,T39.39,"poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [nsaid]"
5709,56729,K650,K65.0,generalized (acute) peritonitis
5710,V6104,Z638,Z63.8,other specified problems related to primary support group
5711,81612,S62669B,S62.66,nondisplaced fracture of distal phalanx of finger
5712,9839,T571X4A,T57.1X,toxic effect of phosphorus and its compounds
5713,19881,C7981,C79.81,secondary malignant neoplasm of breast
5714,6272,N951,N95.1,menopausal and female climacteric states
5715,90089,S158XXA,S15.8,injury of other specified blood vessels at neck level
5716,64904,O99335,O99.33,"tobacco use disorder complicating pregnancy, childbirth, and the puerperium"
5717,79959,R4189,R41.89,other symptoms and signs involving cognitive functions and awareness
5718,5183,J82,J82,"pulmonary eosinophilia, not elsewhere classified"
5719,56882,R188,R18.8,other ascites
5720,78834,N3942,N39.42,incontinence without sensory awareness
5721,20957,D3A026,D3A.02,"benign carcinoid tumors of the appendix, large intestine, and rectum"
5722,99583,T7621XA,T76.21,"adult sexual abuse, suspected"
5723,9992,T801XXA,T80.1,"vascular complications following infusion, transfusion and therapeutic injection"
5724,68101,L03019,L03.01,cellulitis of finger
5725,71535,M169,M16.9,"osteoarthritis of hip, unspecified"
5726,81244,S42476A,S42.47,transcondylar fracture of humerus
5727,80362,S06332A,S06.33,"contusion and laceration of cerebrum, unspecified"
5728,V448,Z938,Z93.8,other artificial opening status
5729,25092,E118,E11.8,type 2 diabetes mellitus with unspecified complications
