Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
7849,9971,I9789,I97.89,"other postprocedural complications and disorders of the circulatory system, not elsewhere classified"
7850,V4977,Z89629,Z89.62,acquired absence of hip
7851,E8110,V4940XA,V49.40,driver injured in collision with unspecified motor vehicles in traffic accident
7852,30029,F408,F40.8,other phobic anxiety disorders
7853,7961,R292,R29.2,abnormal reflex
7854,V4982,Z98810,Z98.81,dental procedure status
7855,V741,Z111,Z11.1,encounter for screening for respiratory tuberculosis
7856,95901,S0990XA,S09.90,unspecified injury of head
7857,78060,R509,R50.9,"fever, unspecified"
7858,3063,F424,F42.4,excoriation (skin-picking) disorder
7859,85211,S066X0A,S06.6X,traumatic subarachnoid hemorrhage
7860,1110,B360,B36.0,pityriasis versicolor
7861,20780,C9480,C94.80,other specified leukemias not having achieved remission
7862,E9538,X71.8,X71.8,other intentional self-harm by drowning and submersion
7863,20252,C960,C96.0,multifocal and multisystemic (disseminated) langerhans-cell histiocytosis
7864,62931,T83711A,T83.71,erosion of implanted mesh and other prosthetic materials to surrounding organ or tissue
7865,36552,H401490,H40.14,capsular glaucoma with pseudoexfoliation of lens
7866,64801,O2492,O24.92,unspecified diabetes mellitus in childbirth
7867,29663,F3163,F31.63,"bipolar disorder, current episode mixed, severe, without psychotic features"
7868,3649,H219,H21.9,unspecified disorder of iris and ciliary body
7869,5822,N035,N03.5,chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
7870,5889,N259,N25.9,"disorder resulting from impaired renal tubular function, unspecified"
7871,33811,G8911,G89.11,acute pain due to trauma
7872,94302,T22429A,T22.42,corrosion of unspecified degree of elbow
7873,36815,H5319,H53.19,other subjective visual disturbances
7874,62920,N90810,N90.81,female genital mutilation status
7875,0880,A449,A44.9,"bartonellosis, unspecified"
7876,33383,G243,G24.3,spasmodic torticollis
7877,13101,A5901,A59.01,trichomonal vulvovaginitis
7878,78967,R10827,R10.82,rebound abdominal tenderness
7879,65261,O329XX0,O32.9,"maternal care for malpresentation of fetus, unspecified"
7880,85246,S064X9A,S06.4X,epidural hemorrhage
7881,74361,Q100,Q10.0,congenital ptosis
7882,5131,J853,J85.3,abscess of mediastinum
7883,34672,G43701,G43.70,"chronic migraine without aura, not intractable"
7884,39890,I099,I09.9,"rheumatic heart disease, unspecified"
7885,27802,E663,E66.3,overweight
7886,20927,C7A096,C7A.09,malignant carcinoid tumors of other sites
7887,71902,M25429,M25.42,"effusion, elbow"
7888,75511,Q7010,Q70.10,"webbed fingers, unspecified hand"
7889,71531,M1990,M19.90,"unspecified osteoarthritis, unspecified site"
7890,37611,H05119,H05.11,granuloma of orbit
7891,E9352,T40.2X5A,T40.2X,"poisoning by, adverse effect of and underdosing of other opioids"
7892,7235,M436,M43.6,torticollis
7893,5272,K1120,K11.20,"sialoadenitis, unspecified"
7894,37884,H5112,H51.12,convergence excess
7895,78720,R1310,R13.10,"dysphagia, unspecified"
7896,80639,S24154A,S24.15,other incomplete lesions of thoracic spinal cord
7897,59781,N343,N34.3,"urethral syndrome, unspecified"
7898,73394,M84379A,M84.37,"stress fracture, ankle, foot and toes"
7899,49391,J45902,J45.90,unspecified asthma
7900,4911,J411,J41.1,mucopurulent chronic bronchitis
7901,17399,C4499,C44.99,"other specified malignant neoplasm of skin, unspecified"
7902,43831,I69932,I69.93,monoplegia of upper limb following unspecified cerebrovascular disease
7903,48809,J09X9,J09.X9,influenza due to identified novel influenza a virus with other manifestations
7904,E8459,V9549XA,V95.49,other spacecraft accident injuring occupant
7905,E0092,Y93A3,Y93.A3,"activity, aerobic and step exercise"
7906,87411,S11012A,S11.01,open wound of larynx
7907,44502,I75029,I75.02,atheroembolism of lower extremity
7908,0549,B009,B00.9,"herpesviral infection, unspecified"
7909,V2549,Z3045,Z30.45,encounter for surveillance of transdermal patch hormonal contraceptive device
7910,3207,G01,G01,meningitis in bacterial diseases classified elsewhere
7911,E0040,Y9331,Y93.31,"activity, mountain climbing, rock climbing and wall climbing"
7912,38650,H832X9,H83.2X,labyrinthine dysfunction
7913,38600,H8109,H81.09,"meniere's disease, unspecified ear"
7914,E8181,V486XXA,V48.6,car passenger injured in noncollision transport accident in traffic accident
7915,28261,D571,D57.1,sickle-cell disease without crisis
7916,5997,N39.0,N39.0,"urinary tract infection, site not specified"
7917,E9650,X93XXXA,X93,assault by handgun discharge
7918,2306,D013,D01.3,carcinoma in situ of anus and anal canal
7919,0578,L444,L44.4,infantile papular acrodermatitis [gianotti-crosti]
7920,1727,D0372,D03.72,"melanoma in situ of left lower limb, including hip"
7921,71140,M01X0,M01.X0,direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere
7922,36206,E113499,E11.34,type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy
7923,74423,Q172,Q17.2,microtia
7924,63490,O039,O03.9,complete or unspecified spontaneous abortion without complication
7925,75612,Q762,Q76.2,congenital spondylolisthesis
7926,1551,C221,C22.1,intrahepatic bile duct carcinoma
7927,E8748,W49.8,W49,exposure to other inanimate mechanical forces
7928,3798,H578,H57.8,other specified disorders of eye and adnexa
7929,72283,M961,M96.1,"postlaminectomy syndrome, not elsewhere classified"
7930,73621,M20029,M20.02,boutonniere deformity
7931,71817,M24076,M24.07,loose body in ankle and toe joints
7932,73629,M20099,M20.09,other deformity of finger(s)
7933,25208,E212,E21.2,other hyperparathyroidism
7934,11283,B375,B37.5,candidal meningitis
7935,6238,N898,N89.8,other specified noninflammatory disorders of vagina
7936,94514,T24539A,T24.53,corrosion of first degree of lower leg
7937,42652,I452,I45.2,bifascicular block
7938,E8580,T38.8X1A,T38.8,"poisoning by, adverse effect of and underdosing of other and unspecified hormones and synthetic substitutes"
7939,V1587,Z9281,Z92.81,personal history of extracorporeal membrane oxygenation (ecmo)
7940,E8504,T43.0X5A,T43.0,"poisoning by, adverse effect of and underdosing of tricyclic and tetracyclic antidepressants"
7941,4784,J381,J38.1,polyp of vocal cord and larynx
7942,29043,F0151,F01.51,"vascular dementia, unspecified severity, with behavioral disturbance"
7943,66133,O623,O62.3,precipitate labor
7944,V6109,Z638,Z63.8,other specified problems related to primary support group
7945,99652,T86821,T86.82,complications of skin graft (allograft) (autograft)
7946,7812,R269,R26.9,unspecified abnormalities of gait and mobility
7947,V8739,Z7729,Z77.29,contact with and (suspected) exposure to other hazardous substances
7948,55001,K4041,K40.41,"unilateral inguinal hernia, with gangrene, recurrent"
7949,95203,S14124A,S14.12,central cord syndrome of cervical spinal cord
7950,4293,I517,I51.7,cardiomegaly
7951,1623,C3410,C34.10,"malignant neoplasm of upper lobe, unspecified bronchus or lung"
7952,81306,S52136A,S52.13,fracture of neck of radius
7953,1887,C677,C67.7,malignant neoplasm of urachus
7954,38913,H9042,H90.42,"sensorineural hearing loss, unilateral, left ear, with unrestricted hearing on the contralateral side"
7955,55302,K4120,K41.20,"bilateral femoral hernia, without obstruction or gangrene, not specified as recurrent"
7956,2869,D689,D68.9,"coagulation defect, unspecified"
7957,7384,M4310,M43.10,"spondylolisthesis, site unspecified"
7958,E8615,T50.9X5,T50.9,"poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
7959,81354,S52609C,S52.60,unspecified fracture of lower end of ulna
7960,7813,R279,R27.9,unspecified lack of coordination
7961,81242,S42456A,S42.45,fracture of lateral condyle of humerus
7962,5373,K315,K31.5,obstruction of duodenum
7963,9031,S45209A,S45.20,unspecified injury of axillary or brachial vein
7964,V850,Z681,Z68.1,"body mass index [bmi] 19.9 or less, adult"
7965,99687,T86859,T86.85,complication of intestine transplant
7966,20013,C8353,C83.53,"lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes"
7967,7530,Q605,Q60.5,"renal hypoplasia, unspecified"
7968,36502,H40039,H40.03,anatomical narrow angle
7969,71617,M12579,M12.57,"traumatic arthropathy, ankle and foot"
7970,1603,C311,C31.1,malignant neoplasm of ethmoidal sinus
7971,2800,D500,D50.0,iron deficiency anemia secondary to blood loss (chronic)
7972,85236,S065X9A,S06.5X,traumatic subdural hemorrhage
7973,31382,F938,F93.8,other childhood emotional disorders
7974,66101,O620,O62.0,primary inadequate contractions
7975,72679,M7750,M77.50,other enthesopathy of unspecified foot and ankle
7976,53430,K283,K28.3,acute gastrojejunal ulcer without hemorrhage or perforation
7977,53470,K287,K28.7,chronic gastrojejunal ulcer without hemorrhage or perforation
7978,80320,S066X0A,S06.6X,traumatic subarachnoid hemorrhage
7979,80132,S02109A,S02.10,unspecified fracture of base of skull
7980,86229,S27899A,S27.89,injury of other specified intrathoracic organs
7981,V909,Z189,Z18.9,"retained foreign body fragments, unspecified material"
7982,2592,E340,E34.0,carcinoid syndrome
7983,30285,F641,F64.1,dual role transvestism
7984,0361,A3981,A39.81,meningococcal encephalitis
7985,95211,S24112A,S24.11,complete lesion of thoracic spinal cord
7986,01500,A1801,A18.01,tuberculosis of spine
7987,V4966,Z89229,Z89.22,acquired absence of upper limb above elbow
7988,V1062,Z856,Z85.6,personal history of leukemia
7989,74782,Q279,Q27.9,"congenital malformation of peripheral vascular system, unspecified"
7990,V1652,Z8052,Z80.52,family history of malignant neoplasm of bladder
7991,5990,N390,N39.0,"urinary tract infection, site not specified"
7992,33921,G44319,G44.31,acute post-traumatic headache
7993,81401,S62009A,S62.00,unspecified fracture of navicular [scaphoid] bone of wrist
7994,52108,K027,K02.7,dental root caries
7995,2872,D692,D69.2,other nonthrombocytopenic purpura
7996,66091,O669,O66.9,"obstructed labor, unspecified"
7997,5194,J986,J98.6,disorders of diaphragm
7998,99663,T85738A,T85.73,"infection and inflammatory reaction due to nervous system devices, implants and graft"
7999,33183,G3184,G31.84,mild cognitive impairment of uncertain or unknown etiology
8000,53310,K271,K27.1,"acute peptic ulcer, site unspecified, with perforation"
8001,V1508,Z91041,Z91.04,nonmedicinal substance allergy status
8002,01194,A150,A15.0,tuberculosis of lung
8003,V0179,Z20828,Z20.82,contact with and (suspected) exposure to other viral communicable diseases
8004,4267,I456,I45.6,pre-excitation syndrome
8005,E0139,Y93E9,Y93.E9,"activity, other interior property and clothing maintenance"
8006,82129,S72499A,S72.49,other fracture of lower end of femur
8007,E0169,Y93H9,Y93.H9,"activity, other involving exterior property and land maintenance, building and construction"
8008,E9531,X71,X71,intentional self-harm by drowning and submersion
8009,2451,E061,E06.1,subacute thyroiditis
8010,72400,M4800,M48.00,"spinal stenosis, site unspecified"
8011,66622,O722,O72.2,delayed and secondary postpartum hemorrhage
8012,E9317,T37.5X,T37.5X,"poisoning by, adverse effect of and underdosing of antiviral drugs"
8013,75169,Q447,Q44.7,other congenital malformations of liver
8014,V162,Z802,Z80.2,family history of malignant neoplasm of other respiratory and intrathoracic organs
8015,4290,I514,I51.4,"myocarditis, unspecified"
8016,71836,M24469,M24.46,"recurrent dislocation, knee"
8017,3343,G111,G11.1,early-onset cerebellar ataxia
8018,9753,T48294A,T48.29,"poisoning by, adverse effect of and underdosing of other drugs acting on muscles"
8019,E9018,W938XXA,W93.8,exposure to other excessive cold of man-made origin
8020,6260,N912,N91.2,"amenorrhea, unspecified"
8021,99647,T84099A,T84.09,other mechanical complication of internal joint prosthesis
8022,37992,H578,H57.8,other specified disorders of eye and adnexa
8023,52802,K1232,K12.32,oral mucositis (ulcerative) due to other drugs
8024,75559,Q740,Q74.0,"other congenital malformations of upper limb(s), including shoulder girdle"
8025,E857,T42.4X1A,T42.4X,"poisoning by, adverse effect of and underdosing of benzodiazepines"
8026,7421,Q02,Q02,microcephaly
8027,72769,M6688,M66.88,"spontaneous rupture of other tendons, other sites"
8028,20200,C8299,C82.99,"follicular lymphoma, unspecified, extranodal and solid organ sites"
8029,74442,Q180,Q18.0,"sinus, fistula and cyst of branchial cleft"
8030,8970,S88129A,S88.12,partial traumatic amputation at level between knee and ankle
8031,75610,Q7649,Q76.49,"other congenital malformations of spine, not associated with scoliosis"
8032,566,K613,K61.3,ischiorectal abscess
8033,V524,Z4430,Z44.30,"encounter for fitting and adjustment of external breast prosthesis, unspecified breast"
8034,28953,D7381,D73.81,neutropenic splenomegaly
8035,33700,G9009,G90.09,other idiopathic peripheral autonomic neuropathy
8036,80626,S24114A,S24.11,complete lesion of thoracic spinal cord
8037,V2651,Z9851,Z98.51,tubal ligation status
8038,9828,T5294XA,T52.94,"toxic effect of unspecified organic solvent, undetermined"
8039,8704,S0540XA,S05.40,"penetrating wound of orbit with or without foreign body, unspecified eye"
8040,71841,M24519,M24.51,"contracture, shoulder"
8041,5181,J982,J98.2,interstitial emphysema
8042,E989,Y09,Y09,assault by unspecified means
8043,7877,R195,R19.5,other fecal abnormalities
8044,6965,L305,L30.5,pityriasis alba
8045,9151,S60419A,S60.41,abrasion of fingers
8046,5165,J8482,J84.82,adult pulmonary langerhans cell histiocytosis
8047,80331,S06360A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
8048,6164,N764,N76.4,abscess of vulva
8049,20942,D3A011,D3A.01,benign carcinoid tumors of the small intestine
8050,V1002,Z85819,Z85.81,"personal history of malignant neoplasm of lip, oral cavity, and pharynx"
8051,41071,I214,I21.4,non-st elevation (nstemi) myocardial infarction
8052,34683,G43811,G43.81,"other migraine, intractable"
8053,V2633,Z7183,Z71.83,encounter for nonprocreative genetic counseling
8054,94502,T25429A,T25.42,corrosion of unspecified degree of foot
8055,45821,I953,I95.3,hypotension of hemodialysis
8056,E8187,V093XXA,V09.3,pedestrian injured in unspecified traffic accident
8057,6184,N814,N81.4,"uterovaginal prolapse, unspecified"
8058,75315,Q614,Q61.4,renal dysplasia
8059,V5359,Z4659,Z46.59,encounter for fitting and adjustment of other gastrointestinal appliance and device
8060,0860,B572,B57.2,chagas' disease (chronic) with heart involvement
8061,25053,E1065,E10.65,type 1 diabetes mellitus with hyperglycemia
8062,5940,N210,N21.0,calculus in bladder
8063,48289,J158,J15.8,pneumonia due to other specified bacteria
8064,65821,O4212,O42.12,"full-term premature rupture of membranes, onset of labor more than 24 hours following rupture"
8065,30560,F1410,F14.10,"cocaine abuse, uncomplicated"
8066,1874,C609,C60.9,"malignant neoplasm of penis, unspecified"
8067,69018,L218,L21.8,other seborrheic dermatitis
8068,65943,O0943,O09.43,"supervision of pregnancy with grand multiparity, third trimester"
8069,9680,T428X4A,T42.8X,"poisoning by, adverse effect of and underdosing of antiparkinsonism drugs and other central muscle-tone depressants"
8070,78899,R3982,R39.82,chronic bladder pain
8071,87349,S0180XA,S01.80,unspecified open wound of other part of head
8072,37300,H01009,H01.00,unspecified blepharitis
8073,3682,H532,H53.2,diplopia
8074,9091,T6594XS,T65.94,"toxic effect of unspecified substance, undetermined"
8075,94516,T24519A,T24.51,corrosion of first degree of thigh
8076,74720,Q2540,Q25.40,congenital malformation of aorta unspecified
8077,71118,M0238,M02.38,"reiter's disease, vertebrae"
8078,E8313,V9189XA,V91.89,other injury due to other accident to unspecified watercraft
8079,1830,C569,C56.9,malignant neoplasm of unspecified ovary
8080,5552,K5080,K50.80,crohn's disease of both small and large intestine without complications
8081,37520,H04209,H04.20,unspecified epiphora
8082,9681,T410X1A,T41.0X,"poisoning by, adverse effect of and underdosing of inhaled anesthetics"
8083,57470,K8064,K80.64,calculus of gallbladder and bile duct with chronic cholecystitis without obstruction
8084,56211,K5732,K57.32,diverticulitis of large intestine without perforation or abscess without bleeding
8085,5228,K048,K04.8,radicular cyst
8086,V190,Z821,Z82.1,family history of blindness and visual loss
8087,9470,T285XXA,T28.5,corrosion of mouth and pharynx
8088,E8541,T42.3X1A,T42.3X,"poisoning by, adverse effect of and underdosing of barbiturates"
8089,1368,B998,B99.8,other infectious disease
8090,67123,O2223,O22.23,"superficial thrombophlebitis in pregnancy, third trimester"
8091,36571,H40.0X,H40.0,glaucoma suspect
8092,7279,M719,M71.9,"bursopathy, unspecified"
8093,5238,K063,K06.3,horizontal alveolar bone loss
8094,30532,F1610,F16.10,"hallucinogen abuse, uncomplicated"
8095,65471,O3463,O34.63,"maternal care for abnormality of vagina, third trimester"
8096,E9500,T39.8X,T39.8X,"poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified"
8097,37430,H02409,H02.40,unspecified ptosis of eyelid
8098,2594,E343,E34.3,short stature due to endocrine disorder
8099,78199,R2991,R29.91,unspecified symptoms and signs involving the musculoskeletal system
8100,31400,F909,F90.9,"attention-deficit hyperactivity disorder, unspecified type"
8101,37919,H1589,H15.89,other disorders of sclera
8102,E9425,T46.3X,T46.3X,"poisoning by, adverse effect of and underdosing of coronary vasodilators"
8103,45379,I82891,I82.89,embolism and thrombosis of other specified veins
8104,20218,C8408,C84.08,"mycosis fungoides, lymph nodes of multiple sites"
8105,V4571,Z9010,Z90.10,acquired absence of unspecified breast and nipple
8106,1630,C384,C38.4,malignant neoplasm of pleura
8107,33182,G3183,G31.83,neurocognitive disorder with lewy bodies
8108,3643,H209,H20.9,unspecified iridocyclitis
8109,80072,S066X2A,S06.6X,traumatic subarachnoid hemorrhage
8110,64214,O1043,O10.43,pre-existing secondary hypertension complicating the puerperium
8111,71925,M12259,M12.25,"villonodular synovitis (pigmented), hip"
8112,60789,N4889,N48.89,other specified disorders of penis
8113,V1542,Z91412,Z91.41,personal history of adult abuse
8114,20903,C7A012,C7A.01,malignant carcinoid tumors of the small intestine
8115,99645,T84059A,T84.05,periprosthetic osteolysis of internal prosthetic joint
8116,1589,C482,C48.2,"malignant neoplasm of peritoneum, unspecified"
8117,2140,D170,D17.0,"benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck"
8118,3553,G5730,G57.30,"lesion of lateral popliteal nerve, unspecified lower limb"
8119,20160,C8129,C81.29,"mixed cellularity hodgkin lymphoma, extranodal and solid organ sites"
8120,37100,H179,H17.9,unspecified corneal scar and opacity
8121,V039,Z23,Z23,encounter for immunization
8122,8971,S88129A,S88.12,partial traumatic amputation at level between knee and ankle
8123,2448,E038,E03.8,other specified hypothyroidism
8124,1877,C632,C63.2,malignant neoplasm of scrotum
8125,4389,I6990,I69.90,unspecified sequelae of unspecified cerebrovascular disease
8126,V5417,S32059D,S32.05,fracture of fifth lumbar vertebra
8127,40492,I1311,I13.11,"hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease"
8128,118,B488,B48.8,other specified mycoses
8129,5579,K559,K55.9,"vascular disorder of intestine, unspecified"
8130,20021,C8371,C83.71,"burkitt lymphoma, lymph nodes of head, face, and neck"
8131,8500,S060X0A,S06.0X,concussion
8132,V0482,Z23,Z23,encounter for immunization
8133,20925,C7A094,C7A.09,malignant carcinoid tumors of other sites
8134,7827,R233,R23.3,spontaneous ecchymoses
8135,90182,S25809A,S25.80,unspecified injury of other blood vessels of thorax
8136,64844,O99345,O99.34,"other mental disorders complicating pregnancy, childbirth, and the puerperium"
8137,1410,C01,C01,malignant neoplasm of base of tongue
8138,V609,Z599,Z59.9,"problem related to housing and economic circumstances, unspecified"
8139,31535,F8081,F80.81,childhood onset fluency disorder
8140,01126,A150,A15.0,tuberculosis of lung
8141,3452,G40A19,G40.A1,"absence epileptic syndrome, intractable"
8142,73670,M21969,M21.96,unspecified acquired deformity of lower leg
8143,8739,S0192XA,S01.92,laceration with foreign body of unspecified part of head
8144,64413,O471,O47.1,false labor at or after 37 completed weeks of gestation
8145,2386,D47Z9,D47.Z9,"other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
8146,E9351,T40.3X,T40.3X,"poisoning by, adverse effect of and underdosing of methadone"
8147,33910,G44209,G44.20,"tension-type headache, unspecified"
8148,84510,S96919A,S96.91,strain of unspecified muscle and tendon at ankle and foot level
8149,87342,S0180XA,S01.80,unspecified open wound of other part of head
8150,41031,I2111,I21.11,st elevation (stemi) myocardial infarction involving right coronary artery
8151,71113,M02339,M02.33,"reiter's disease, wrist"
8152,V8545,Z6845,Z68.45,"body mass index [bmi] 70 or greater, adult"
8153,27902,D804,D80.4,selective deficiency of immunoglobulin m [igm]
8154,4422,I723,I72.3,aneurysm of iliac artery
8155,V403,Z91.1,Z91.1,patient's noncompliance with medical treatment and regimen
8156,17351,C44519,C44.51,basal cell carcinoma of skin of trunk
8157,71188,M01X8,M01.X8,direct infection of vertebrae in infectious and parasitic diseases classified elsewhere
8158,V08,Z21,Z21,asymptomatic human immunodeficiency virus [hiv] infection status
8159,9331,T17398A,T17.39,other foreign object in larynx
8160,80110,S02109A,S02.10,unspecified fracture of base of skull
8161,6204,N8342,N83.42,prolapse and hernia of left ovary and fallopian tube
8162,V2501,Z30011,Z30.01,encounter for initial prescription of contraceptives
8163,9678,T426X4A,T42.6X,"poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs"
8164,V1641,Z8041,Z80.41,family history of malignant neoplasm of ovary
8165,41052,I2129,I21.29,st elevation (stemi) myocardial infarction involving other sites
8166,179,C55,C55,"malignant neoplasm of uterus, part unspecified"
8167,71294,M11849,M11.84,"other specified crystal arthropathies, hand"
8168,E9528,X71,X71,intentional self-harm by drowning and submersion
8169,1620,C33,C33,malignant neoplasm of trachea
8170,4566,I863,I86.3,vulval varices
8171,73672,M216X9,M21.6X,other acquired deformities of foot
8172,48232,J153,J15.3,"pneumonia due to streptococcus, group b"
8173,66941,O754,O75.4,other complications of obstetric surgery and procedures
8174,37400,H02009,H02.00,unspecified entropion of eyelid
8175,83114,S43109A,S43.10,unspecified dislocation of acromioclavicular joint
8176,41092,I21A9,I21.A9,other myocardial infarction type
8177,65823,O42113,O42.11,"preterm premature rupture of membranes, onset of labor more than 24 hours following rupture"
8178,1808,C538,C53.8,malignant neoplasm of overlapping sites of cervix uteri
8179,E9659,X969XXA,X96.9,assault by unspecified explosive
8180,44422,I743,I74.3,embolism and thrombosis of arteries of the lower extremities
8181,9211,S0010XA,S00.10,contusion of unspecified eyelid and periocular area
8182,7837,R627,R62.7,adult failure to thrive
8183,51631,J84112,J84.11,idiopathic interstitial pneumonia
8184,53440,K284,K28.4,chronic or unspecified gastrojejunal ulcer with hemorrhage
8185,E8179,V878XXA,V87.8,person injured in other specified noncollision transport accidents involving motor vehicle (traffic)
8186,7103,M3393,M33.93,"dermatopolymyositis, unspecified without myopathy"
8187,69272,L562,L56.2,photocontact dermatitis [berloque dermatitis]
8188,99973,T80411A,T80.41,rh incompatibility with hemolytic transfusion reaction
8189,6983,L281,L28.1,prurigo nodularis
8190,7854,I96,I96,"gangrene, not elsewhere classified"
8191,7808,R61,R61,generalized hyperhidrosis
8192,20285,C8585,C85.85,"other specified types of non-hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
8193,53400,K280,K28.0,acute gastrojejunal ulcer with hemorrhage
8194,V2385,O09819,O09.81,supervision of pregnancy resulting from assisted reproductive technology
8195,74739,Q2579,Q25.79,other congenital malformations of pulmonary artery
8196,75611,Q762,Q76.2,congenital spondylolisthesis
8197,45374,I82A29,I82.A2,chronic embolism and thrombosis of axillary vein
8198,73741,M4010,M40.10,"other secondary kyphosis, site unspecified"
8199,V2541,Z3041,Z30.41,encounter for surveillance of contraceptive pills
8200,4738,J328,J32.8,other chronic sinusitis
8201,42650,I454,I45.4,nonspecific intraventricular block
8202,29595,F209,F20.9,"schizophrenia, unspecified"
8203,E8182,V284XXA,V28.4,motorcycle driver injured in noncollision transport accident in traffic accident
8204,7133,M1280,M12.80,"other specific arthropathies, not elsewhere classified, unspecified site"
8205,72939,M793,M79.3,"panniculitis, unspecified"
8206,E8624,T50.9X5,T50.9,"poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
8207,185,C61,C61,malignant neoplasm of prostate
8208,V812,Z136,Z13.6,encounter for screening for cardiovascular disorders
8209,96901,T431X4A,T43.1X,"poisoning by, adverse effect of and underdosing of monoamine-oxidase-inhibitor antidepressants"
8210,1571,C251,C25.1,malignant neoplasm of body of pancreas
8211,71805,M24159,M24.15,"other articular cartilage disorders, hip"
8212,1602,C310,C31.0,malignant neoplasm of maxillary sinus
8213,00841,A048,A04.8,other specified bacterial intestinal infections
8214,1731,C44.1,C44.1,"other and unspecified malignant neoplasm of skin of eyelid, including canthus"
8215,83412,S63279A,S63.27,dislocation of unspecified interphalangeal joint of finger
8216,4619,J0190,J01.90,"acute sinusitis, unspecified"
8217,80226,S0266XA,S02.66,fracture of symphysis of mandible
8218,V4581,Z951,Z95.1,presence of aortocoronary bypass graft
8219,90241,S35403A,S35.40,unspecified injury of renal blood vessel
8220,11281,B376,B37.6,candidal endocarditis
8221,37650,H05409,H05.40,unspecified enophthalmos
8222,1952,C762,C76.2,malignant neoplasm of abdomen
8223,E9232,W401XXA,W40.1,explosion of explosive gases
8224,7109,M359,M35.9,"systemic involvement of connective tissue, unspecified"
8225,65431,O34533,O34.53,maternal care for retroversion of gravid uterus
8226,E9408,T43.69,T43.69,"poisoning by, adverse effect of and underdosing of other psychostimulants"
8227,7891,R160,R16.0,"hepatomegaly, not elsewhere classified"
8228,36400,H2000,H20.00,unspecified acute and subacute iridocyclitis
8229,1940,C7490,C74.90,malignant neoplasm of unspecified part of unspecified adrenal gland
8230,63590,Z332,Z33.2,encounter for elective termination of pregnancy
8231,2155,D214,D21.4,benign neoplasm of connective and other soft tissue of abdomen
8232,3488,G93.9,G93.9,"disorder of brain, unspecified"
8233,9710,T441X4A,T44.1X,"poisoning by, adverse effect of and underdosing of other parasympathomimetics [cholinergics]"
8234,30014,F4481,F44.81,dissociative identity disorder
8235,5187,J9584,J95.84,transfusion-related acute lung injury (trali)
8236,1923,C701,C70.1,malignant neoplasm of spinal meninges
8237,65441,O34593,O34.59,maternal care for other abnormalities of gravid uterus
8238,V6103,Z635,Z63.5,disruption of family by separation and divorce
8239,9147,S60559A,S60.55,superficial foreign body of hand
8240,80131,S02109A,S02.10,unspecified fracture of base of skull
8241,6013,N413,N41.3,prostatocystitis
8242,65141,O3111X0,O31.11,"continuing pregnancy after spontaneous abortion of one fetus or more, first trimester"
8243,4489,I789,I78.9,"disease of capillaries, unspecified"
8244,6246,N843,N84.3,polyp of vulva
8245,9132,S60829A,S60.82,blister (nonthermal) of wrist
8246,340,G35,G35,multiple sclerosis
8247,20275,C8445,C84.45,"peripheral t-cell lymphoma, not elsewhere classified, lymph nodes of inguinal region and lower limb"
8248,E9363,P04.13,P04.13,newborn affected by maternal use of anticonvulsants
8249,9057,S96919S,S96.91,strain of unspecified muscle and tendon at ankle and foot level
8250,1122,B3749,B37.49,other urogenital candidiasis
8251,07049,B178,B17.8,other specified acute viral hepatitis
8252,7092,L905,L90.5,scar conditions and fibrosis of skin
8253,72660,M7050,M70.50,"other bursitis of knee, unspecified knee"
8254,30490,F1920,F19.20,"other psychoactive substance dependence, uncomplicated"
8255,73396,M84359A,M84.35,"stress fracture, pelvis and femur"
8256,29981,F848,F84.8,other pervasive developmental disorders
8257,5078,J698,J69.8,pneumonitis due to inhalation of other solids and liquids
8258,86345,S3660XA,S36.60,unspecified injury of rectum
8259,17379,C44791,C44.79,"other specified malignant neoplasm of skin of lower limb, including hip"
8260,V4579,Z9089,Z90.89,acquired absence of other organs
8261,V568,Z4932,Z49.32,encounter for adequacy testing for peritoneal dialysis
8262,67101,O2203,O22.03,"varicose veins of lower extremity in pregnancy, third trimester"
8263,E9439,T50.9X5,T50.9,"poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
8264,52800,K1230,K12.30,"oral mucositis (ulcerative), unspecified"
8265,36001,H44009,H44.00,unspecified purulent endophthalmitis
8266,07030,B1910,B19.10,unspecified viral hepatitis b without hepatic coma
8267,66702,O730,O73.0,retained placenta without hemorrhage
8268,53141,K56699,K56.69,other intestinal obstruction
8269,E0010,Y9301,Y93.01,"activity, walking, marching and hiking"
8270,71940,M2550,M25.50,pain in unspecified joint
